C:\EC-Lab Development Package\Examples\Python\channel 3 data for poster_trial3_02_CA_C03.mpr
time/s	<I>/mA
2.077948097401531E+002	-3.099040359258654E-001
2.078048097399005E+002	-3.096761327981952E-001
2.078148097396479E+002	-3.094831985235215E-001
2.078248097393953E+002	-3.092784541845326E-001
2.078348097391427E+002	-3.090983963012695E-001
2.078448097388900E+002	-3.089035671949389E-001
2.078548097386374E+002	-3.087213414907461E-001
2.078648097383848E+002	-3.085720604658126E-001
2.078748097381322E+002	-3.084020531177529E-001
2.078848097378796E+002	-3.082627099752426E-001
2.078948097376269E+002	-3.080975145101548E-001
2.079048097373743E+002	-3.079548746347429E-001
2.079148097371217E+002	-3.078349840641021E-001
2.079248097368691E+002	-3.076808774471282E-001
2.079348097366164E+002	-3.075594985485077E-001
2.079448097363638E+002	-3.074349129199982E-001
2.079548097361112E+002	-3.073081427812578E-001
2.079648097358586E+002	-3.071957898139952E-001
2.079748097356060E+002	-3.070873558521274E-001
2.079848097353533E+002	-3.069699198007587E-001
2.079948097351007E+002	-3.068539780378342E-001
2.080048097348481E+002	-3.067533105611802E-001
2.080144097346056E+002	-3.066744258006415E-001
2.080246097343479E+002	2.082333607854797E-002
2.080346097340953E+002	1.637759217992424E-002
2.080446097338427E+002	1.355391943827271E-002
2.080546097335900E+002	1.121165381744504E-002
2.080646097333374E+002	9.207379706203944E-003
2.080746097330848E+002	7.469450952485204E-003
2.080846097328322E+002	5.942257223650806E-003
2.080946097325796E+002	4.584440998733043E-003
2.081046097323269E+002	3.393711182288817E-003
2.081146097320743E+002	2.316365682054310E-003
2.081246097318217E+002	1.372511623194440E-003
2.081346097315691E+002	5.018293925240849E-004
2.081446097313165E+002	-2.837189014235266E-004
2.081758097305283E+002	-2.827158896252513E-003
2.081858097302757E+002	-3.052708352915948E-003
2.081958097300230E+002	-3.545832647942011E-003
2.082058097297704E+002	-3.982817702926699E-003
2.082158097295178E+002	-4.405293939635166E-003
2.082258097292652E+002	-4.783087801188232E-003
2.082358097290125E+002	-5.135323107242587E-003
2.082458097287599E+002	-5.471129696816221E-003
2.082558097285073E+002	-5.761554660275586E-003
2.082658097282547E+002	-6.055959323421123E-003
2.082758097280021E+002	-6.313476022332912E-003
2.082858097277494E+002	-6.552046248689297E-003
2.082958097274968E+002	-6.796885384246706E-003
2.083058097272442E+002	-6.997397933155292E-003
2.083158097269916E+002	-7.210714919492600E-003
2.083258097267390E+002	-7.398410560563215E-003
2.083358097264863E+002	-7.572169238701479E-003
2.083458097262337E+002	-7.752196686342375E-003
2.083558097259811E+002	-7.893785778433086E-003
2.083658097257285E+002	-8.059253823012119E-003
2.083758097254758E+002	-8.197408430278302E-003
2.083858097252232E+002	-8.329817149788140E-003
2.083958097249706E+002	-8.467755317687987E-003
2.084058097247180E+002	-8.576881270855666E-003
2.084158097244654E+002	-8.720706943422571E-003
2.084258097242127E+002	-8.830760698765518E-003
2.084358097239601E+002	-8.934495113790034E-003
2.084458097237075E+002	-9.055852722376592E-003
2.084558097234549E+002	-9.152796398848306E-003
2.084658097232023E+002	-9.257776606827976E-003
2.084758097229496E+002	-9.344484377652423E-003
2.084858097226970E+002	-9.431866668164757E-003
2.084958097224444E+002	-9.525313917547466E-003
2.085058097221918E+002	-9.595808815211077E-003
2.085144097219745E+002	-9.688979296316957E-003
2.085448097212065E+002	-3.270896375179291E-001
2.085548097209539E+002	-3.259360569715506E-001
2.085648097207013E+002	-3.238050520420082E-001
2.085748097204487E+002	-3.219832360744483E-001
2.085848097201961E+002	-3.204218333959590E-001
2.085948097199434E+002	-3.190828281641006E-001
2.086048097196908E+002	-3.179071271419525E-001
2.086148097194382E+002	-3.168963289260862E-001
2.086248097191856E+002	-3.160012137889860E-001
2.086348097189330E+002	-3.151922732591634E-001
2.086448097186803E+002	-3.144703537225724E-001
2.086548097184277E+002	-3.138066899776457E-001
2.086648097181751E+002	-3.132460165023803E-001
2.086748097179225E+002	-3.126956319808958E-001
2.086848097176699E+002	-3.121927124261856E-001
2.086948097174172E+002	-3.117676907777791E-001
2.087048097171646E+002	-3.113304466009144E-001
2.087148097169120E+002	-3.109678959846496E-001
2.087248097166594E+002	-3.106044608354575E-001
2.087348097164067E+002	-3.102818500995634E-001
2.087448097161541E+002	-3.099872797727585E-001
2.087548097159015E+002	-3.096734660863882E-001
2.087648097156489E+002	-3.094223701953889E-001
2.087748097153963E+002	-3.091459780931478E-001
2.087848097151436E+002	-3.089053350687027E-001
2.087948097148910E+002	-3.086999571323403E-001
2.088048097146384E+002	-3.084686118364334E-001
2.088148097143858E+002	-3.082770687341690E-001
2.088248097141332E+002	-3.080448502302170E-001
2.088348097138805E+002	-3.078750765323637E-001
2.088448097136279E+002	-3.077021479606632E-001
2.088548097133753E+002	-3.075332611799242E-001
2.088648097131227E+002	-3.073804414272308E-001
2.088748097128700E+002	-3.072045719623566E-001
2.088848097126174E+002	-3.070620292425156E-001
2.088948097123648E+002	-3.069223231077194E-001
2.089048097121122E+002	-3.067786389589310E-001
2.089148097118596E+002	-3.066557306051259E-001
2.089248097116069E+002	-3.065149778127670E-001
2.089348097113543E+002	-3.063780373334885E-001
2.089448097111017E+002	-3.062698829174042E-001
2.089548097108491E+002	-3.061489844322205E-001
2.089648097105965E+002	-3.060349589586258E-001
2.089748097103438E+002	-3.059276974201202E-001
2.089848097100912E+002	-3.057971274852753E-001
2.089948097098386E+002	-3.057375645637510E-001
2.090048097095860E+002	-3.056143867969512E-001
2.090144097093435E+002	-3.055284613122543E-001
2.090246097090858E+002	2.197736972833375E-002
2.090346097088332E+002	1.753179945051669E-002
2.090446097085805E+002	1.468802113085982E-002
2.090546097083279E+002	1.234168335795402E-002
2.090646097080753E+002	1.028956057503816E-002
2.090746097078227E+002	8.534070318564763E-003
2.090846097075701E+002	6.958647444844229E-003
2.090946097073174E+002	5.586196193471551E-003
2.091046097070648E+002	4.353981339372690E-003
2.091146097068122E+002	3.237568535842002E-003
2.091246097065596E+002	2.232886194251476E-003
2.091346097063069E+002	1.328735726419836E-003
2.091446097060543E+002	5.034837084531311E-004
2.091758097052661E+002	-2.136064926162362E-003
2.091858097050135E+002	-2.384820692241192E-003
2.091958097047609E+002	-2.913815695792436E-003
2.092058097045083E+002	-3.380237091332675E-003
2.092158097042557E+002	-3.829060192219916E-003
2.092258097040030E+002	-4.236774053424597E-003
2.092358097037504E+002	-4.608603985980161E-003
2.092458097034978E+002	-4.967769496142867E-003
2.092558097032452E+002	-5.281985010951756E-003
2.092658097029926E+002	-5.590821867808710E-003
2.092758097027399E+002	-5.871989680454139E-003
2.092858097024873E+002	-6.128997905179866E-003
2.092958097022347E+002	-6.385356914252044E-003
2.093058097019821E+002	-6.599793508648880E-003
2.093158097017294E+002	-6.829462945461273E-003
2.093258097014768E+002	-7.033624667674303E-003
2.093358097012242E+002	-7.223735852167026E-003
2.093458097009716E+002	-7.419225890189410E-003
2.093558097007190E+002	-7.574673909693963E-003
2.093658097004663E+002	-7.744936067610980E-003
